translate_ru,translate_nn,source,article_ru,article_nn
" Отец пожалел их, семеро стройных его сыновей не послу-шали советов отца и пошли к своему Харюци."," Нисяндо’ писиденян’, си”ив ябта нюда нисяндо’ муно’ ирма-ня Харюциндо’ ня’ хая”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" С тех пор как пошли, всю зиму идут вперед.", Тад ялмандо’ ңаңэдя сырандо’ ядава-ри сер”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" Пока они так шли, через некото-рое время попадали они ничком друг на друга, как подушки, два быка их, два оленя погибли."," Тарем’ миндяхандо’ ңаво” таняхуна нидо’ пыркыбта-доць ңобт’ сулмыд”, сидя тынзь’ хабт тэхэюдо’ хаңаха’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
 Младший Харюци пошел один по следу аргиша., Нюдя Харюцидо’ ңопойңэ неда’ мюмня хая.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" Где-то там в полночь пришел в чум к зятю стари-ка-ханты, как собачонка, всю ночь молился на нежилой сторо-не чума у приподнятого края очага."," Тайна хунанда пи’ сава ерня хаби вэсаконда ий’ мят’ вэн’ нюдрев’ ңани’ тю, пи’ ямбан’ пелей’ няңы тюмю вар’ хыдарадан’ туё”ңа.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" Наутро женщина слышно сказала: — Теперь-то он сам виноват, будет носить летнюю малицу, наверное, будет управлять нартой, запряженной двумя оленями, у которой расшатались нос и бока."," Хубтахана не мама-нода: — Тедахава’ харта вэвава, неняңг” мальцякомд мэць пыида, вануда лэбтана ханм’ сидя тынзь’ хабткохона мэтнакы.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" Когда аргиш будет останав-ливаться, останавливайся на расстоянии ста саженей [от него].", Мюд” нултаб” юр” тибян’ нулаңгая.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" Что долго рассказывать, опять закочевали."," Ңамгэмда харамда вэрку”манава”, ңани’ мюселъяд”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
 Так смотрят: впе-реди их тридцать чумов — на виду у них они и остановились., Тарем’ сырпато’ нерандо’ няна няхар” ю” мя” — ңадядо’ яхандо’ та’ нул-тадо’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" Зять старика-ханты зовет к себе младшего Харючи: — Ты всегда хотел ездить налегке — теперь поезжай. Одна нога пусть стоит на хвосте у нарты, другая нога — на изгибе носа нарты."," Хаби вэсако’ ий нюдя Харюцимда нянда хаңада: — Саць ңэдалёван’ харвасетынанё” — теда’ ңэдалад”: Няби ңэр хан’ ябцо’ тэлахад таная, няби ңэр пыя’ ядахад таная.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
 Остановись у ворот загона., Вадо’ ня”ван’ нултаир.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" С противоположной сторо-ны’ молись к священной стороне чума, чтобы твой лоб бился о [неглубокий] снег."," Вад’ махахад синя’ туёс”, пэяр тасий марико сырахана токадарңая.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" А когда ты подойдешь к мужчинам, молись к земле у носов нарт.", Хасев’ ня’ тэв”махаданд хано’ пыяха”на ян’ туёс”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
 Хозяину их скажешь: «Посланник зятя старика-ханты»., Ервотахандо’ манъин: «Хаби вэсако’ ий’ ңэдаряртм’».,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" Теперь же поезжай, гони своих двух оленей по горбам."," Тадахава ңэдалад”, тэхэюд пирби’ ңэсонд’ тянабахаюн”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
" Он все сделал по его указу, младший Харюци поехал налегке к себе домой."," Нянда вато’ сер’ сертамахаданда, нюдя Харюци мяканда ңэдалэй”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
 Остановился на расстоянии десяти саженей., Ю” тибя ңэсонд’ нултада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Старик-ханты,Хаби вэсако
